ad_budget,num_leads,leads_answered,leads_not_answered,followup_1,followup_2,followup_3,followup_4,followup_5,not_closed,closed,calls_to_closed,calls_to_not_closed,customer_acquisition_cost,ltv_months,purchased,upsell,cumulative_profit,referred
1500,25,13,12,10,7,6,5,3,2,1,6,4,1500,9.0,1,0,2260.0,No
1000,21,11,10,8,6,5,4,3,3,0,0,4,0,3.0,0,0,0.0,No
4000,45,27,18,21,17,13,12,9,5,4,2,4,1000,34.0,1,1,25497.0,No
7000,69,43,26,33,24,21,19,14,9,5,5,5,1400,9.0,1,0,2456.0,Yes
5000,56,33,23,26,22,16,15,10,5,5,3,5,1000,29.0,1,1,21026.0,No
3000,41,27,14,22,16,13,12,8,5,3,2,4,1000,36.0,1,0,20092.0,No
800,17,8,9,6,4,4,3,2,1,1,6,3,800,3.0,0,0,0.0,No
15000,95,50,45,41,33,27,24,17,12,5,5,6,3000,11.0,1,0,3848.0,No
7000,62,35,27,27,21,15,14,10,7,3,5,4,2333,11.0,1,0,3515.0,No
2000,30,18,12,15,11,10,9,6,3,3,2,4,666,39.0,0,0,0.0,No
15000,105,57,48,41,29,24,22,15,11,4,4,3,3750,18.0,1,0,6548.0,Yes
4000,40,26,14,19,14,11,10,7,4,3,2,3,1333,35.0,1,0,21481.0,Yes
4000,46,31,15,24,18,15,13,8,5,3,2,3,1333,35.0,1,1,26879.0,Yes
6000,59,42,17,32,23,18,16,11,8,3,5,4,2000,9.0,1,0,2796.0,No
7000,63,41,22,34,26,22,19,15,12,3,5,4,2333,9.0,1,0,3386.0,No
5000,57,41,16,29,21,18,16,11,6,5,2,4,1000,35.0,0,0,0.0,No
1000,20,10,10,8,5,4,4,3,2,1,6,3,1000,8.0,1,1,3881.0,No
2000,33,19,14,15,12,10,9,6,3,3,2,5,666,37.0,1,1,28215.0,Yes
12000,88,39,49,33,23,19,17,12,9,3,5,3,4000,10.0,1,0,3571.0,No
2000,32,17,15,13,10,8,8,5,2,3,3,4,666,29.0,1,1,21763.0,No
2500,38,25,13,20,15,12,11,7,4,3,2,3,833,40.0,1,1,31426.0,Yes
2500,37,22,15,17,13,11,10,6,4,2,1,4,1250,38.0,1,1,26298.0,Yes
2500,32,20,12,16,11,10,9,6,3,3,2,3,833,38.0,1,1,25860.0,Yes
4000,45,27,18,22,15,12,12,8,6,2,3,4,2000,30.0,1,0,15485.0,No
12000,87,47,40,38,29,21,19,13,10,3,5,3,4000,10.0,1,0,3462.0,No
2000,31,18,13,14,10,9,8,5,3,2,3,4,1000,29.0,1,1,21913.0,Yes
1000,21,11,10,9,6,5,4,3,2,1,6,4,1000,6.0,1,0,1409.0,No
1500,24,14,10,11,8,7,6,4,4,0,0,5,0,10.0,0,0,0.0,No
10000,80,46,34,35,24,20,18,13,10,3,4,5,3333,20.0,1,0,6045.0,No
5000,46,27,19,19,14,12,11,8,5,3,1,4,1666,33.0,1,0,16696.0,Yes
2000,33,16,17,12,9,7,6,4,2,2,3,4,1000,29.0,1,0,14789.0,Yes
7000,62,35,27,28,22,17,15,11,8,3,6,4,2333,9.0,1,0,3187.0,No
10000,80,46,34,37,29,24,22,14,11,3,6,5,3333,7.0,1,1,4260.0,No
8000,69,42,27,33,25,21,19,14,9,5,5,4,1600,11.0,1,0,3830.0,No
12000,95,48,47,38,29,23,21,15,10,5,5,4,2400,8.0,1,0,2724.0,No
2000,25,14,11,10,8,6,5,4,2,2,3,4,1000,26.0,1,1,19512.0,Yes
6000,59,36,23,28,21,19,17,12,8,4,4,3,1500,14.0,1,1,8128.0,No
3000,38,25,13,19,13,10,9,7,4,3,2,6,1000,35.0,1,0,17727.0,No
8000,68,45,23,36,28,22,19,12,9,3,5,4,2666,11.0,1,0,3897.0,No
6000,65,37,28,28,20,17,15,11,8,3,5,4,2000,9.0,1,0,3277.0,Yes
7000,61,38,23,30,22,20,17,12,8,4,5,4,1750,14.0,1,1,7827.0,No
5000,55,37,18,30,22,18,16,11,7,4,2,5,1250,35.0,1,1,27622.0,Yes
1500,26,14,12,10,7,6,5,4,3,1,6,3,1500,6.0,1,0,1813.0,No
4000,49,35,14,29,22,19,17,12,8,4,2,4,1000,42.0,1,1,30580.0,Yes
20000,116,67,49,55,40,35,31,22,15,7,5,6,2857,13.0,1,0,4795.0,No
12000,85,43,42,35,26,20,17,12,8,4,5,3,3000,15.0,1,0,4587.0,Yes
800,18,8,10,5,4,3,3,2,1,1,7,5,800,6.0,1,0,1509.0,No
1500,26,15,11,11,8,7,6,5,4,1,5,4,1500,13.0,1,1,6306.0,No
1500,23,13,10,9,7,6,5,3,2,1,6,5,1500,10.0,1,0,2277.0,No
6000,57,36,21,29,22,19,17,12,9,3,5,4,2000,13.0,1,0,4474.0,No
7000,66,41,25,29,22,18,16,12,8,4,6,3,1750,6.0,1,0,2212.0,No
1500,27,17,10,13,10,8,7,5,4,1,5,4,1500,16.0,1,0,4320.0,Yes
3000,37,22,15,16,12,10,9,7,5,2,2,4,1500,35.0,1,1,25768.0,Yes
8000,58,35,23,27,19,16,14,11,7,4,6,2,2000,7.0,1,0,2159.0,No
6000,61,35,26,28,21,17,15,11,8,3,5,3,2000,9.0,1,0,2960.0,No
4000,42,29,13,23,17,13,12,9,5,4,2,4,1000,34.0,1,0,17899.0,Yes
4000,40,24,16,19,14,11,10,8,4,4,2,3,1000,40.0,1,1,30734.0,Yes
3000,32,22,10,17,12,9,8,5,3,2,2,4,1500,33.0,1,1,23491.0,Yes
2000,32,17,15,13,9,7,7,5,3,2,2,3,1000,34.0,1,1,24912.0,Yes
4000,46,29,17,23,18,14,13,8,5,3,2,4,1333,34.0,1,1,26096.0,Yes
5000,52,32,20,24,19,15,14,11,6,5,2,6,1000,40.0,1,0,19445.0,No
10000,87,52,35,46,34,27,24,19,15,4,5,5,2500,9.0,1,0,3312.0,No
5000,55,39,16,30,23,19,17,12,8,4,2,5,1250,35.0,1,1,24052.0,Yes
6000,64,39,25,30,23,18,17,11,6,5,4,6,1200,22.0,1,0,7865.0,No
1500,23,13,10,9,7,6,5,3,2,1,6,4,1500,8.0,1,0,2097.0,No
3000,38,28,10,22,16,13,12,7,3,4,2,4,750,41.0,0,0,0.0,No
500,12,6,6,4,3,2,2,1,1,0,0,3,0,2.0,0,0,0.0,No
2000,30,16,14,12,9,7,7,5,3,2,2,5,1000,40.0,1,1,32427.0,Yes
6000,58,37,21,27,20,14,14,11,7,4,6,6,1500,7.0,1,0,2527.0,No
20000,126,66,60,53,40,33,31,22,14,8,5,5,2500,14.0,1,0,5298.0,No
1000,20,9,11,7,5,4,4,3,1,2,6,5,500,7.0,1,0,2117.0,No
2500,36,22,14,16,12,9,8,6,4,2,3,1,1250,25.0,1,1,19137.0,Yes
7000,67,44,23,38,29,24,22,16,12,4,5,6,1750,13.0,1,0,3559.0,No
1500,29,16,13,13,9,8,7,5,3,2,5,4,750,15.0,1,0,3680.0,No
4000,45,30,15,22,17,14,13,10,7,3,1,6,1333,39.0,1,1,28402.0,Yes
6000,55,31,24,23,17,13,12,7,4,3,5,6,2000,11.0,1,0,3807.0,No
4000,47,32,15,25,19,15,14,10,5,5,2,5,800,34.0,1,1,25290.0,Yes
1500,24,13,11,10,7,6,5,4,3,1,5,4,1500,16.0,1,1,7501.0,No
2500,38,25,13,20,16,12,11,8,4,4,3,4,625,26.0,1,0,12456.0,Yes
7000,63,41,22,33,25,22,19,13,9,4,6,2,1750,4.0,1,1,2637.0,No
4000,44,31,13,23,20,16,14,10,6,4,2,5,1000,34.0,1,1,25412.0,No
500,12,5,7,4,2,2,2,1,1,0,0,1,0,1.0,0,0,0.0,No
6000,61,33,28,26,19,16,15,12,7,5,4,4,1200,20.0,1,1,11346.0,No
800,17,10,7,8,6,5,4,3,2,1,6,6,800,6.0,1,0,1433.0,No
6000,56,38,18,29,23,19,17,12,9,3,6,5,2000,5.0,1,0,1771.0,No
1500,28,17,11,13,10,8,7,5,3,2,6,2,750,8.0,1,0,1968.0,No
15000,97,50,47,40,29,22,20,15,10,5,5,3,3000,12.0,1,0,4739.0,Yes
2500,35,23,12,19,15,13,12,8,5,3,2,3,833,36.0,1,1,26197.0,No
2000,31,17,14,14,10,8,8,5,4,1,2,4,2000,31.0,1,1,22674.0,Yes
1500,23,14,9,11,7,6,5,3,1,2,8,5,750,8.0,1,0,1979.0,No
2000,31,18,13,15,11,9,8,5,3,2,2,5,1000,40.0,1,1,29378.0,Yes
10000,75,44,31,32,24,20,18,12,9,3,5,3,3333,11.0,1,0,3891.0,No
20000,127,67,60,57,39,34,31,24,15,9,5,5,2222,13.0,1,0,4822.0,No
2500,32,23,9,18,13,11,10,6,3,3,2,5,833,39.0,1,0,20220.0,No
3000,40,29,11,23,17,14,13,10,5,5,1,4,600,37.0,1,0,19579.0,Yes
6000,63,42,21,34,25,21,18,13,9,4,5,6,1500,11.0,1,0,3908.0,No
10000,84,54,30,44,34,28,25,17,11,6,4,5,1666,19.0,1,1,10533.0,No
4000,47,31,16,25,18,15,13,9,5,4,3,5,1000,27.0,1,1,19009.0,Yes
2500,34,18,16,14,11,9,8,5,3,2,2,6,1250,38.0,1,1,28483.0,Yes
2500,33,22,11,17,14,11,10,7,3,4,2,5,625,35.0,1,0,18250.0,Yes
5000,57,38,19,28,21,17,16,12,8,4,2,3,1250,38.0,1,0,20192.0,No
500,12,6,6,4,3,3,2,1,1,0,0,5,0,5.0,0,0,0.0,No
4000,43,29,14,22,16,13,12,8,5,3,3,4,1333,36.0,1,1,26261.0,Yes
2500,36,22,14,17,13,10,9,6,4,2,2,3,1250,35.0,1,1,26652.0,Yes
7000,61,39,22,29,21,17,16,12,7,5,5,3,1400,10.0,1,0,3563.0,No
1000,19,9,10,7,5,4,4,3,2,1,5,5,1000,15.0,0,0,0.0,No
4000,42,29,13,23,17,14,12,9,6,3,2,5,1333,39.0,0,0,0.0,No
3000,37,26,11,19,14,12,11,8,4,4,2,5,750,43.0,1,0,20780.0,No
5000,52,36,16,29,22,19,17,12,6,6,3,5,833,28.0,1,1,20323.0,Yes
800,17,8,9,5,4,4,3,2,1,1,6,4,800,8.0,1,1,3925.0,No
4000,49,33,16,24,18,14,13,9,5,4,3,4,1000,31.0,1,1,22940.0,Yes
4000,47,32,15,26,18,16,14,10,6,4,2,5,1000,36.0,1,0,19584.0,Yes
4000,45,30,15,24,18,15,13,10,7,3,2,3,1333,34.0,1,0,17710.0,Yes
4000,45,32,13,26,20,16,14,10,5,5,2,3,800,37.0,1,1,28360.0,Yes
5000,54,38,16,31,22,19,16,12,6,6,2,4,833,38.0,1,0,21213.0,No
7000,69,48,21,40,30,24,21,16,11,5,5,5,1400,15.0,1,1,9092.0,No
2000,30,20,10,15,11,9,8,6,3,3,2,3,666,38.0,1,1,24743.0,Yes
8000,68,42,26,35,25,21,19,14,11,3,5,6,2666,11.0,1,0,3485.0,No
3000,36,18,18,14,10,8,7,5,3,2,3,4,1500,32.0,1,1,23787.0,Yes
1000,18,9,9,7,5,3,3,2,1,1,6,4,1000,9.0,1,0,2218.0,No
800,18,8,10,6,5,4,4,2,1,1,5,3,800,14.0,1,1,7431.0,No
2000,31,16,15,12,8,7,6,4,3,1,2,5,2000,37.0,1,0,18964.0,No
7000,67,40,27,31,23,19,18,13,9,4,4,3,1750,15.0,1,1,8769.0,Yes
5000,52,34,18,26,19,15,13,10,6,4,2,4,1250,33.0,1,1,24666.0,Yes
7000,70,45,25,37,27,20,18,14,10,4,5,4,1750,12.0,1,1,6418.0,No
3000,37,22,15,17,12,11,10,6,4,2,2,4,1500,38.0,1,0,20115.0,No
3000,41,26,15,19,13,11,10,7,3,4,2,4,750,38.0,1,1,27491.0,Yes
1500,25,14,11,11,8,6,5,4,3,1,5,3,1500,12.0,1,0,2862.0,No
2000,29,17,12,12,9,7,6,4,2,2,3,2,1000,29.0,1,0,15287.0,Yes
2500,36,25,11,19,15,12,10,8,4,4,3,3,625,27.0,1,1,19423.0,Yes
1000,20,9,11,6,5,4,3,2,1,1,6,5,1000,6.0,1,0,1559.0,No
2000,31,16,15,12,9,6,6,4,2,2,1,4,1000,37.0,1,0,17687.0,No
4000,46,30,16,23,17,14,12,9,5,4,2,4,1000,29.0,1,1,22032.0,No
6000,59,37,22,31,22,18,16,12,7,5,5,6,1200,10.0,1,0,4052.0,No
20000,139,84,55,66,51,42,36,22,16,6,5,5,3333,11.0,1,0,4550.0,No
12000,96,44,52,36,27,23,21,16,12,4,5,5,3000,12.0,1,0,5077.0,No
5000,55,36,19,29,22,17,15,11,7,4,2,3,1250,35.0,1,1,24438.0,Yes
2500,35,21,14,15,11,9,8,5,2,3,2,5,833,33.0,1,1,24061.0,Yes
5000,56,34,22,27,20,16,15,10,6,4,3,4,1250,31.0,1,1,22907.0,Yes
7000,66,43,23,35,25,21,18,14,10,4,5,3,1750,9.0,1,0,3021.0,Yes
1000,20,10,10,8,6,5,4,3,2,1,7,4,1000,10.0,1,0,2971.0,No
2500,34,23,11,19,15,13,11,8,4,4,2,3,625,34.0,1,0,16432.0,Yes
8000,69,45,24,34,25,20,17,13,9,4,5,3,2000,12.0,1,0,4496.0,No
2500,28,18,10,14,11,8,7,5,2,3,2,3,833,44.0,1,1,33662.0,Yes
4000,46,30,16,23,17,14,13,9,4,5,2,5,800,38.0,1,1,28463.0,Yes
4000,45,34,11,25,19,16,15,11,8,3,2,4,1333,34.0,1,1,23754.0,Yes
1500,28,15,13,12,9,7,6,4,3,1,6,3,1500,7.0,1,0,1486.0,No
2500,35,24,11,18,14,12,11,8,4,4,2,5,625,42.0,1,0,22554.0,Yes
2000,28,16,12,13,9,7,7,5,3,2,3,4,1000,27.0,1,1,20672.0,Yes
500,13,5,8,3,2,2,2,1,0,1,6,0,500,6.0,1,0,2068.0,No
500,12,5,7,3,2,2,2,1,0,1,6,0,500,4.0,1,0,981.0,No
8000,72,42,30,33,25,20,19,13,10,3,4,3,2666,18.0,0,0,0.0,No
2000,31,19,12,15,11,9,8,6,3,3,3,4,666,29.0,1,1,21466.0,Yes
3000,41,29,12,23,17,14,13,8,5,3,2,3,1000,35.0,1,0,18814.0,No
2000,29,17,12,13,9,7,6,5,3,2,2,5,1000,39.0,1,0,20123.0,No
12000,89,45,44,33,24,22,20,13,8,5,4,5,2400,17.0,1,0,6624.0,No
2000,28,18,10,15,11,8,8,5,3,2,3,2,1000,27.0,1,1,21455.0,Yes
2500,36,23,13,18,12,10,9,6,4,2,2,4,1250,36.0,1,0,17675.0,Yes
10000,82,51,31,40,30,25,23,15,11,4,4,5,2500,14.0,1,1,7554.0,Yes
8000,72,44,28,35,25,21,19,14,9,5,5,2,1600,15.0,1,1,8648.0,No
1500,25,14,11,11,8,6,6,4,2,2,7,4,750,9.0,1,0,2364.0,Yes
7000,66,44,22,35,25,20,19,13,10,3,5,4,2333,10.0,1,0,4395.0,No
3000,42,27,15,20,15,11,10,8,5,3,2,5,1000,36.0,1,1,25132.0,Yes
3000,38,23,15,17,14,11,10,7,4,3,2,5,1000,41.0,1,1,28498.0,Yes
1500,25,14,11,11,8,6,5,4,3,1,6,5,1500,8.0,1,0,2149.0,Yes
1000,18,8,10,7,5,4,3,2,1,1,6,5,1000,9.0,1,0,2345.0,No
6000,56,42,14,33,25,20,18,12,8,4,4,4,1500,15.0,1,0,5569.0,No
3000,39,27,12,22,17,13,12,9,6,3,2,6,1000,36.0,1,0,18483.0,No
2500,37,24,13,18,13,11,10,7,4,3,2,3,833,38.0,1,0,19816.0,No
6000,58,33,25,24,18,15,14,10,7,3,5,1,2000,12.0,1,0,3931.0,No
6000,58,31,27,25,18,15,14,11,8,3,6,2,2000,4.0,1,0,1619.0,No
1500,25,13,12,10,7,6,5,4,2,2,6,4,750,8.0,1,1,3914.0,No
4000,44,30,14,24,18,15,13,9,4,5,2,4,800,33.0,1,1,23471.0,Yes
1500,26,16,10,12,9,8,7,5,3,2,5,3,750,12.0,1,0,3251.0,No
6000,53,35,18,27,20,15,14,11,6,5,5,4,1200,11.0,1,0,4107.0,No
5000,57,39,18,29,20,17,15,10,6,4,2,5,1250,40.0,1,0,20630.0,No
15000,98,52,46,40,32,26,24,19,14,5,5,4,3000,9.0,1,0,2610.0,No
800,18,9,9,7,5,4,4,2,1,1,5,5,800,16.0,0,0,0.0,No
800,16,7,9,5,4,3,3,2,2,0,0,3,0,1.0,0,0,0.0,No
2000,31,20,11,15,11,9,8,6,4,2,2,3,1000,34.0,1,1,25898.0,No
2000,31,17,14,14,10,8,8,5,3,2,2,5,1000,35.0,1,1,25044.0,Yes
2000,31,17,14,13,10,8,8,5,3,2,3,4,1000,26.0,1,1,19369.0,Yes
10000,75,39,36,31,23,18,16,11,8,3,6,4,3333,9.0,1,0,3442.0,No
2000,31,17,14,13,9,7,6,4,2,2,2,5,1000,33.0,1,0,17660.0,No
2000,28,17,11,13,10,8,7,5,2,3,3,4,666,30.0,1,1,22112.0,Yes
6000,58,33,25,27,19,15,14,10,7,3,4,6,2000,14.0,1,0,5579.0,No
3000,41,26,15,20,14,12,12,7,4,3,2,3,1000,36.0,1,1,24030.0,Yes
7000,67,43,24,35,27,22,20,13,9,4,5,3,1750,15.0,1,0,5365.0,No
800,17,7,10,6,4,3,3,2,1,1,4,2,800,11.0,1,0,2365.0,No
3000,36,26,10,20,15,12,11,7,3,4,2,5,750,35.0,1,1,26918.0,Yes
800,18,8,10,6,4,3,3,2,1,1,6,3,800,5.0,1,0,1217.0,No
800,17,8,9,6,4,3,3,2,2,0,0,5,0,1.0,0,0,0.0,No
10000,69,39,30,29,21,18,16,12,7,5,5,4,2000,12.0,1,0,3464.0,No
1500,26,15,11,12,10,8,7,5,4,1,4,4,1500,21.0,1,1,10974.0,Yes
3000,38,29,9,24,19,16,14,11,8,3,2,3,1000,30.0,1,1,21686.0,Yes
2500,37,26,11,20,17,13,11,9,5,4,2,5,625,39.0,1,0,22437.0,No
2500,32,20,12,16,12,9,9,5,3,2,2,4,1250,38.0,1,0,20210.0,No
10000,65,43,22,35,26,22,20,15,12,3,4,4,3333,18.0,1,0,6202.0,No
500,13,6,7,4,3,2,2,1,0,1,6,0,500,6.0,1,0,1360.0,Yes
5000,53,38,15,31,24,20,17,11,7,4,1,4,1250,38.0,1,1,27332.0,Yes
15000,92,53,39,45,33,26,24,18,12,6,5,3,2500,14.0,1,1,7956.0,No
4000,43,24,19,19,14,11,10,7,3,4,2,5,1000,31.0,1,1,22932.0,Yes
12000,104,53,51,44,34,28,26,19,14,5,5,5,2400,14.0,1,0,4777.0,No
800,17,9,8,7,5,4,3,3,2,1,6,4,800,4.0,1,0,1140.0,No
2500,36,24,12,19,14,11,10,7,4,3,3,5,833,30.0,1,1,21768.0,Yes
2000,29,15,14,11,8,6,5,3,1,2,3,5,1000,30.0,1,0,16393.0,No
6000,51,30,21,22,15,12,11,7,5,2,5,4,3000,12.0,1,0,,No
20000,120,56,64,43,32,27,23,16,11,5,5,4,4000,11.0,1,0,3473.0,No
2000,30,17,13,14,11,8,7,5,3,2,2,6,1000,38.0,1,1,28959.0,Yes
5000,51,39,12,29,21,16,15,11,7,4,2,5,1250,33.0,0,0,0.0,No
1500,25,15,10,11,8,6,6,4,3,1,6,4,1500,9.0,1,0,2149.0,No
4000,47,36,11,28,22,17,15,12,6,6,2,5,666,40.0,1,1,28311.0,No
3000,38,27,11,20,16,13,11,9,5,4,2,3,750,32.0,1,1,23583.0,Yes
15000,94,55,39,44,33,27,26,18,13,5,5,3,3000,13.0,1,0,4586.0,No
4000,47,35,12,29,23,19,17,11,7,4,2,3,1000,35.0,1,1,26397.0,Yes
2500,30,20,10,16,12,10,9,6,4,2,3,4,1250,27.0,1,1,20723.0,Yes
1000,17,8,9,5,4,4,3,2,1,1,6,4,1000,7.0,1,0,1728.0,No
1500,26,16,10,13,10,7,6,5,4,1,6,5,1500,8.0,1,0,2177.0,No
2000,31,19,12,15,12,10,9,6,3,3,3,4,666,28.0,1,1,19084.0,No
2000,30,16,14,12,9,7,6,4,2,2,2,5,1000,36.0,1,1,29339.0,Yes
8000,64,37,27,30,22,18,16,11,8,3,4,5,2666,16.0,1,1,8832.0,Yes
4000,44,30,14,24,18,14,12,8,5,3,2,6,1333,42.0,1,1,32111.0,Yes
3000,38,27,11,21,15,13,12,9,4,5,4,6,600,26.0,1,0,13588.0,No
1000,18,9,9,7,5,4,4,3,2,1,6,5,1000,7.0,1,1,3400.0,No
10000,76,42,34,35,26,20,18,12,8,4,4,5,2500,19.0,1,0,6860.0,Yes
6000,61,42,19,33,24,19,17,12,8,4,5,3,1500,11.0,1,0,4415.0,No
800,19,9,10,6,5,4,4,3,1,2,6,4,400,4.0,1,0,1280.0,No
5000,51,34,17,26,20,16,15,11,7,4,2,6,1250,34.0,1,0,18168.0,Yes
4000,48,30,18,24,18,14,13,8,4,4,3,5,1000,30.0,1,0,15288.0,No
1000,17,10,7,8,6,5,4,3,2,1,6,3,1000,8.0,0,0,0.0,No
3000,40,27,13,21,15,13,12,8,5,3,3,4,1000,24.0,1,1,17956.0,Yes
3000,37,23,14,17,13,11,10,7,3,4,2,3,750,37.0,1,1,26925.0,Yes
1500,26,15,11,11,9,6,6,4,3,1,6,3,1500,6.0,1,0,1277.0,No
12000,88,51,37,39,32,23,21,14,9,5,5,4,2400,11.0,1,0,4147.0,No
8000,75,45,30,34,24,18,16,11,8,3,4,5,2666,13.0,1,0,4991.0,No
5000,50,35,15,27,20,16,14,11,6,5,3,3,1000,33.0,1,1,22873.0,Yes
3000,40,25,15,19,15,12,11,8,4,4,3,3,750,27.0,1,0,15136.0,No
2500,34,22,12,17,12,10,9,7,4,3,2,3,833,33.0,1,1,24540.0,Yes
5000,52,31,21,25,18,15,14,10,5,5,2,4,1000,39.0,1,1,30703.0,Yes
4000,45,28,17,23,17,14,12,8,3,5,3,2,800,31.0,1,1,22808.0,No
800,16,9,7,7,4,3,3,2,1,1,5,4,800,10.0,1,0,,No
3000,38,28,10,21,15,12,10,6,4,2,2,4,1500,38.0,1,0,19986.0,No
7000,64,39,25,32,24,19,17,12,8,4,4,2,1750,14.0,1,0,5738.0,No
3000,39,29,10,22,17,14,12,9,5,4,2,3,750,35.0,1,0,17541.0,No
800,17,8,9,5,4,3,3,2,2,0,0,4,0,8.0,0,0,0.0,No
7000,68,41,27,32,26,21,20,15,10,5,3,4,1400,23.0,1,1,13589.0,No
1500,27,15,12,12,9,8,7,5,3,2,6,4,750,6.0,1,0,1537.0,No
2000,28,16,12,12,9,7,6,5,2,3,3,4,666,28.0,1,1,20247.0,No
1500,27,15,12,12,9,7,7,5,3,2,6,2,750,6.0,1,0,1576.0,No
2000,28,17,11,13,10,9,8,5,3,2,3,5,1000,25.0,1,0,12159.0,No
6000,61,38,23,29,21,17,16,11,6,5,4,4,1200,20.0,1,1,12662.0,Yes
3000,40,28,12,23,18,15,14,10,6,4,2,3,750,38.0,1,1,31110.0,No
1500,22,13,9,10,8,7,6,4,3,1,7,2,1500,10.0,1,0,2696.0,No
10000,80,50,30,39,31,25,23,17,11,6,5,4,1666,12.0,1,0,4618.0,No
10000,78,45,33,36,28,25,21,17,11,6,5,5,1666,15.0,1,1,7942.0,No
10000,76,43,33,33,25,19,17,10,7,3,5,4,3333,11.0,1,0,4011.0,No
2000,33,19,14,14,10,9,8,5,2,3,3,4,666,23.0,1,1,16677.0,Yes
3000,37,24,13,19,14,12,11,8,4,4,3,4,750,28.0,1,0,14845.0,No
20000,115,63,52,49,35,29,26,20,15,5,4,4,4000,19.0,0,0,0.0,No
7000,65,40,25,33,25,21,19,14,10,4,5,3,1750,14.0,1,1,8391.0,No
500,13,7,6,5,3,3,2,1,0,1,7,0,500,2.0,1,0,546.0,No
800,17,7,10,5,4,3,2,1,1,0,0,4,0,6.0,0,0,0.0,No
3000,41,24,17,19,14,11,10,7,4,3,2,3,1000,37.0,1,1,25432.0,Yes
10000,82,51,31,40,29,24,20,16,11,5,5,5,2000,8.0,1,0,2715.0,No
3000,33,21,12,16,12,9,8,5,3,2,3,2,1500,24.0,1,1,18250.0,Yes
3000,37,25,12,20,15,12,11,7,4,3,2,5,1000,39.0,1,1,30102.0,Yes
1000,19,9,10,7,6,5,4,3,2,1,7,5,1000,8.0,1,0,1921.0,No
5000,54,39,15,31,25,20,18,13,7,6,2,3,833,39.0,1,1,28568.0,No
8000,59,33,26,25,19,15,14,11,7,4,5,5,2000,11.0,1,0,3918.0,No
2500,40,26,14,20,16,11,10,7,4,3,3,3,833,26.0,1,1,19636.0,Yes
7000,66,42,24,32,24,21,19,14,9,5,5,3,1400,12.0,1,0,3417.0,No
15000,103,59,44,46,35,28,25,17,12,5,5,3,3000,9.0,1,0,3012.0,No
1500,27,18,9,14,10,8,8,6,4,2,7,4,750,8.0,1,0,1937.0,No
3000,44,31,13,26,20,15,14,10,7,3,3,3,1000,32.0,1,1,24336.0,Yes
2000,32,18,14,14,11,9,8,6,4,2,2,3,1000,36.0,1,0,18398.0,Yes
7000,68,39,29,29,22,18,16,11,8,3,4,4,2333,18.0,1,0,5655.0,No
4000,46,30,16,24,18,16,15,10,6,4,3,4,1000,32.0,1,1,24464.0,No
5000,52,34,18,27,21,17,15,11,6,5,3,5,1000,31.0,1,1,24396.0,No
7000,63,40,23,31,25,20,18,12,8,4,6,5,1750,4.0,1,0,1571.0,No
2500,33,22,11,18,13,10,9,7,4,3,2,5,833,41.0,1,1,29818.0,No
12000,85,42,43,32,25,21,19,13,9,4,4,4,3000,18.0,1,1,11040.0,Yes
3000,35,23,12,17,12,9,9,6,4,2,3,4,1500,33.0,1,1,25206.0,Yes
1500,25,15,10,12,9,7,7,5,4,1,7,4,1500,6.0,1,0,1583.0,No
5000,47,32,15,26,20,16,15,10,6,4,2,3,1250,32.0,1,0,16483.0,No
7000,65,41,24,32,22,18,16,11,7,4,4,3,1750,20.0,1,0,8624.0,Yes
2000,30,17,13,14,11,9,9,6,4,2,2,4,1000,37.0,1,1,27597.0,Yes
8000,70,47,23,37,28,22,19,14,10,4,4,3,2000,19.0,1,0,6956.0,No
10000,77,48,29,37,29,24,22,15,11,4,4,3,2500,16.0,1,1,9348.0,Yes
2000,36,20,16,14,11,9,8,5,3,2,3,5,1000,28.0,1,0,14423.0,Yes
20000,131,67,64,53,37,30,27,21,15,6,3,3,3333,20.0,1,0,6588.0,Yes
1500,23,13,10,10,7,6,5,4,3,1,6,3,1500,8.0,1,0,2173.0,No
1500,26,12,14,9,7,6,5,4,3,1,6,5,1500,9.0,1,0,2246.0,No
1500,24,13,11,10,8,6,6,4,2,2,6,4,750,9.0,1,0,2452.0,No
10000,75,45,30,38,28,22,19,14,9,5,5,5,2000,14.0,1,0,5842.0,No
5000,48,30,18,24,17,14,13,9,4,5,3,3,1000,30.0,1,1,22829.0,Yes
1500,26,14,12,11,8,6,6,4,3,1,6,4,1500,10.0,1,0,2468.0,No
3000,37,26,11,20,15,11,10,7,4,3,2,5,1000,40.0,1,0,19161.0,No
4000,49,33,16,27,21,18,16,10,6,4,3,3,1000,26.0,1,0,11917.0,No
1000,21,10,11,7,5,5,4,3,1,2,6,6,500,9.0,1,0,2441.0,No
10000,87,55,32,44,32,27,24,17,10,7,5,4,1428,12.0,1,0,4032.0,No
7000,61,38,23,30,24,20,17,12,9,3,4,5,2333,23.0,1,0,9461.0,Yes
3000,40,29,11,23,18,15,14,10,6,4,3,3,750,29.0,1,1,21732.0,Yes
15000,106,58,48,46,33,29,27,18,13,5,4,5,3000,22.0,1,0,7838.0,No
2500,33,20,13,15,11,9,8,6,4,2,2,4,1250,37.0,1,0,18577.0,No
20000,116,71,45,57,45,36,34,21,15,6,5,6,3333,12.0,1,0,3936.0,Yes
5000,58,40,18,32,23,20,18,13,8,5,2,5,1000,34.0,1,0,18216.0,Yes
